date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:04:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:34:26%20GMT	./?p=111	/home/lumiq/websites/wigs/localhost/indexbbbb.html	(from ./?page_id=111)
08:04:29	2346/2346	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:25%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D111	/home/lumiq/websites/wigs/localhost/index9427.json	(from ./?page_id=111)
08:04:29	16746/16746	---MC-	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:24%20GMT	./index.php?rest_route=/wp/v2/pages/111	/home/lumiq/websites/wigs/localhost/indexfb5a.json	(from ./?page_id=111)
08:04:29	2420/2420	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:34:27%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D111&format=xml	/home/lumiq/websites/wigs/localhost/index855f.php	(from ./?page_id=111)
08:04:31	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5e41ee715217e-gzip%22	./wp-includes/css/dashicons.min.css?ver=6.0.1	/home/lumiq/websites/wigs/localhost/wp-includes/css/dashicons.min37ad.css	(from ./?page_id=111)
08:04:33	79706/79706	---M--	200	added ('OK')	image/jpeg	etag:%221375a-5e41e891ce0e3%22	./wp-content/uploads/2018/08/about-us-598x800.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/about-us-598x800.jpg	(from ./?page_id=329)
08:04:33	16408/16408	---M-Z	200	added ('OK')	text/css	etag:%224018-5e41e891a9ec4-gzip%22	./wp-content/plugins/ninja-forms/assets/css/display-structure.css?ver=6.0.1	/home/lumiq/websites/wigs/localhost/wp-content/plugins/ninja-forms/assets/css/display-structure37ad.css	(from ./?page_id=111)
08:04:33	23929/23929	---M-Z	200	added ('OK')	application/javascript	etag:%225d79-5e41ee714c3b4-gzip%22	./wp-includes/js/backbone.min.js?ver=1.4.1	/home/lumiq/websites/wigs/localhost/wp-includes/js/backbone.min330a.js	(from ./?page_id=111)
08:04:35	61696/61696	---M-Z	200	added ('OK')	application/javascript	etag:%22f100-5e41e891aae64-gzip%22	./wp-content/plugins/ninja-forms/assets/js/min/front-end-deps.js?ver=3.4.18	/home/lumiq/websites/wigs/localhost/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps51b2.js	(from ./?page_id=111)
08:04:36	81370/81370	---M-Z	200	added ('OK')	application/javascript	etag:%2213dda-5e41e891aae64-gzip%22	./wp-content/plugins/ninja-forms/assets/js/min/front-end.js?ver=3.4.18	/home/lumiq/websites/wigs/localhost/wp-content/plugins/ninja-forms/assets/js/min/front-end51b2.js	(from ./?page_id=111)
08:04:36	15314/15314	---M-Z	200	added ('OK')	text/css	etag:%223bd2-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/css/select23088.css	(from ./?page_id=8)
08:04:37	351/351	---M-Z	200	added ('OK')	application/javascript	etag:%2215f-5e41ee714f299-gzip%22	./wp-includes/js/zxcvbn-async.min.js?ver=1.0	/home/lumiq/websites/wigs/localhost/wp-includes/js/zxcvbn-async.min5152.js	(from ./?page_id=8)
08:04:38	3897/3897	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:38%20GMT	./index.php?rest_route=/wp/v2/pages/8	/home/lumiq/websites/wigs/localhost/index84c7.json	(from ./?page_id=8)
08:04:39	2342/2342	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:39%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D8	/home/lumiq/websites/wigs/localhost/indexd219.json	(from ./?page_id=8)
08:04:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:34:40%20GMT	./?p=8	/home/lumiq/websites/wigs/localhost/index2df4.html	(from ./?page_id=8)
08:04:40	2416/2416	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:34:40%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D8&format=xml	/home/lumiq/websites/wigs/localhost/indexfff8.php	(from ./?page_id=8)
08:04:41	77028/77028	---M-Z	200	added ('OK')	application/javascript	etag:%2212ce4-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.6	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min0ba6.js	(from ./?page_id=8)
08:04:42	6475/6475	---M-Z	200	added ('OK')	application/javascript	etag:%22194b-5e41ee714a471-gzip%22	./wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	/home/lumiq/websites/wigs/localhost/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from ./?page_id=8)
08:04:43	19142/19142	---M-Z	200	added ('OK')	application/javascript	etag:%224ac6-5e41ee714b413-gzip%22	./wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/home/lumiq/websites/wigs/localhost/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from ./?page_id=8)
08:04:44	4910/4910	---M-Z	200	added ('OK')	application/javascript	etag:%22132e-5e41ee714852e-gzip%22	./wp-includes/js/dist/hooks.min.js?ver=c6d64f2cb8f5c6bb49caca37f8828ce3	/home/lumiq/websites/wigs/localhost/wp-includes/js/dist/hooks.mincbb5.js	(from ./?page_id=8)
08:04:45	10222/10222	---M-Z	200	added ('OK')	application/javascript	etag:%2227ee-5e41ee714b413-gzip%22	./wp-includes/js/dist/i18n.min.js?ver=ebee46757c6a411e38fd079a7ac71d94	/home/lumiq/websites/wigs/localhost/wp-includes/js/dist/i18n.min771a.js	(from ./?page_id=8)
08:04:46	1123/1123	---M-Z	200	added ('OK')	application/javascript	etag:%22463-5e41ee7139ab6-gzip%22	./wp-admin/js/password-strength-meter.min.js?ver=6.0.1	/home/lumiq/websites/wigs/localhost/wp-admin/js/password-strength-meter.min37ad.js	(from ./?page_id=8)
08:04:47	2034/2034	---M-Z	200	added ('OK')	application/javascript	etag:%227f2-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min3088.js	(from ./?page_id=8)
08:04:48	2578/2578	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:48%20GMT	./index.php?rest_route=/wp/v2/pages/6	/home/lumiq/websites/wigs/localhost/index6171.json	(from ./?page_id=6)
08:04:49	2324/2324	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:49%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D6	/home/lumiq/websites/wigs/localhost/index4d02.json	(from ./?page_id=6)
08:04:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:34:50%20GMT	./?p=6	/home/lumiq/websites/wigs/localhost/index42dc.html	(from ./?page_id=6)
08:04:50	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:34:50%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fpage_id%3D6&format=xml	/home/lumiq/websites/wigs/localhost/index0e3a.php	(from ./?page_id=6)
08:04:51	3356/3356	---M-Z	200	added ('OK')	application/javascript	etag:%22d1c-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min3088.js	(from ./?page_id=6)
08:04:52	2536/2536	---M-Z	200	added ('OK')	application/javascript	etag:%229e8-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min3088.js	(from ./?page_id=6)
08:04:52	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2019%20Jul%202022%2002:34:52%20GMT	./?page_id=7	/home/lumiq/websites/wigs/localhost/index3204.html	(from ./?page_id=6)
08:04:53	7632/7632	---M-Z	200	added ('OK')	application/javascript	etag:%221dd0-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/cart.min3088.js	(from ./?page_id=6)
08:04:54	1273/1273	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:54%20GMT	./index.php?rest_route=/wp/v2/product/1509	/home/lumiq/websites/wigs/localhost/indexbdd0.json	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:04:55	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=1509	/home/lumiq/websites/wigs/localhost/index3b18.html	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:04:55	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:34:55%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a	/home/lumiq/websites/wigs/localhost/index055c.json	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:04:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:34:56%20GMT	./?p=1509	/home/lumiq/websites/wigs/localhost/index9e5e.html	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:04:56	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:34:56%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a&format=xml	/home/lumiq/websites/wigs/localhost/index7e41.php	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:04:59	26771/26771	---M--	200	added ('OK')	image/jpeg	etag:%226893-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_201-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_201-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:05	26599/26599	---M--	200	added ('OK')	image/jpeg	etag:%2267e7-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_202-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_202-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:07	22398/22398	---M--	200	added ('OK')	image/jpeg	etag:%22577e-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_203-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_203-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:09	2914/2914	---M--	200	added ('OK')	image/jpeg	etag:%22b62-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:11	2892/2892	---M--	200	added ('OK')	image/jpeg	etag:%22b4c-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_202-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_202-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:13	2559/2559	---M--	200	added ('OK')	image/jpeg	etag:%229ff-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_203-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_203-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:14	4064/4064	---M--	200	added ('OK')	image/jpeg	etag:%22fe0-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:14	99028/99028	---M--	200	added ('OK')	image/jpeg	etag:%22182d4-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_202-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_202-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:35:14%20GMT	http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.73.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:15	96255/96255	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Jul%202022%2002:35:13%20GMT	./?product_cat=uncategorized	/home/lumiq/websites/wigs/localhost/indexd312.html	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:17	81098/81098	---M--	200	added ('OK')	image/jpeg	etag:%2213cca-5e41e891cd143%22	./wp-content/uploads/2018/08/20-1_203-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-1_203-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:17	97692/97692	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Jul%202022%2002:35:16%20GMT	./?product=virgin-remy-lace-wig-grade-7a-9	/home/lumiq/websites/wigs/localhost/index01f9.html	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:21	11878/11878	---M--	200	added ('OK')	image/jpeg	etag:%222e66-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_202-500x500-300x300.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_202-500x500-300x300.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:21	6346/6346	---M-Z	200	added ('OK')	application/javascript	etag:%2218ca-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min3088.js	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:23	2981/2981	---M-Z	200	added ('OK')	application/javascript	etag:%22ba5-5e41ee714e2f8-gzip%22	./wp-includes/js/comment-reply.min.js?ver=6.0.1	/home/lumiq/websites/wigs/localhost/wp-includes/js/comment-reply.min37ad.js	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:23	700/700	---M-Z	200	added ('OK')	application/javascript	etag:%222bc-5e41e891a6fe4-gzip%22	./wp-content/plugins/akismet/_inc/form.js?ver=4.1.2	/home/lumiq/websites/wigs/localhost/wp-content/plugins/akismet/_inc/form8aee.js	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:25	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2496	/home/lumiq/websites/wigs/localhost/indexdcd4.html	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:25	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:35:23%20GMT	./index.php?rest_route=/wp/v2/product/2496	/home/lumiq/websites/wigs/localhost/index259b.json	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:35:26%20GMT	./?p=2496	/home/lumiq/websites/wigs/localhost/index6700.html	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:27	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:35:25%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-2	/home/lumiq/websites/wigs/localhost/index5362.json	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:29	130402/130402	---M--	200	added ('OK')	image/jpeg	etag:%221fd62-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_201-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_201-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a)
08:05:29	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:35:27%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-2&format=xml	/home/lumiq/websites/wigs/localhost/index506f.php	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:33	42021/42021	---M--	200	added ('OK')	image/jpeg	etag:%22a425-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_201-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_201-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:42	45700/45700	---M--	200	added ('OK')	image/jpeg	etag:%22b284-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_204-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_204-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:45	4296/4296	---M--	200	added ('OK')	image/jpeg	etag:%2210c8-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_204-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_204-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:47	49128/49128	---M--	200	added ('OK')	image/jpeg	etag:%22bfe8-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_202-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_202-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:47	4143/4143	---M--	200	added ('OK')	image/jpeg	etag:%22102f-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_202-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_202-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:48	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.84.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:49	3650/3650	---M--	200	added ('OK')	image/jpeg	etag:%22e42-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:05:50	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2569	/home/lumiq/websites/wigs/localhost/index98e9.html	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:05:51	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:35:48%20GMT	./index.php?rest_route=/wp/v2/product/2569	/home/lumiq/websites/wigs/localhost/index0da1.json	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:05:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:35:51%20GMT	./?p=2569	/home/lumiq/websites/wigs/localhost/index2233.html	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:05:53	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:35:50%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-3	/home/lumiq/websites/wigs/localhost/index2f26.json	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:05:55	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:35:52%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-3&format=xml	/home/lumiq/websites/wigs/localhost/index1a08.php	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:02	167861/167861	---M--	200	added ('OK')	image/jpeg	etag:%2228fb5-5e41e891ce0e3%22	./wp-content/uploads/2018/08/20-8_204-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_204-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:06:03	35631/35631	---M--	200	added ('OK')	image/jpeg	etag:%228b2f-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_201-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_201-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:08	182112/182112	---M--	200	added ('OK')	image/jpeg	etag:%222c760-5e41e891cd143%22	./wp-content/uploads/2018/08/20-8_202-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/08/20-8_202-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-2)
08:06:12	46795/46795	---M--	200	added ('OK')	image/jpeg	etag:%22b6cb-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_202-500x500-768x667.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_202-500x500-768x667.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:15	3954/3954	---M--	200	added ('OK')	image/jpeg	etag:%22f72-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_202-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_202-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:17	4073/4073	---M--	200	added ('OK')	image/jpeg	etag:%22fe9-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_203-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_203-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:19	3251/3251	---M--	200	added ('OK')	image/jpeg	etag:%22cb3-5e41e891ce0e3%22	./wp-content/uploads/2018/09/26-7_20brown_20hair_203-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/26-7_20brown_20hair_203-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:19	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.90.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:21	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:19%20GMT	./index.php?rest_route=/wp/v2/product/2642	/home/lumiq/websites/wigs/localhost/index876e.json	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:23	62477/62477	---M--	200	added ('OK')	image/jpeg	etag:%22f40d-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_203-500x500-768x660.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_203-500x500-768x660.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:23	126640/126640	---M--	200	added ('OK')	image/jpeg	etag:%221eeb0-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_202-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_202-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:23	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:21%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-4	/home/lumiq/websites/wigs/localhost/index6c4e.json	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:23	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2642	/home/lumiq/websites/wigs/localhost/index2fba.html	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:36:23%20GMT	./?p=2642	/home/lumiq/websites/wigs/localhost/index02a5.html	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:25	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:36:24%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-4&format=xml	/home/lumiq/websites/wigs/localhost/index38ca.php	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:33	4402/4402	---M--	200	added ('OK')	image/jpeg	etag:%221132-5e41e891ce0e3%22	./wp-content/uploads/2018/09/26-7_20brown_20hair_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/26-7_20brown_20hair_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:33	169644/169644	---M--	200	added ('OK')	image/jpeg	etag:%22296ac-5e41e891ce0e3%22	./wp-content/uploads/2018/09/24-6_203-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/24-6_203-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-3)
08:06:34	35376/35376	---M--	200	added ('OK')	image/jpeg	etag:%228a30-5e41e891ce0e3%22	./wp-content/uploads/2018/09/26-7_20brown_20hair_203-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/26-7_20brown_20hair_203-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:34	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.98.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:35	4746/4746	---M--	200	added ('OK')	image/jpeg	etag:%22128a-5e41e891cf083%22	./wp-content/uploads/2018/09/50-20_20FC3-5_20_2_-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-20_20FC3-5_20_2_-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
